SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Cryptographic Protections ,Offline Storage,CRY-05.2,Mechanisms exist to remove unused data from online storage and archive it off-line in a secure location until it can be disposed of according to data retention requirements.,,Does the organization remove unused data from online storage and archive it off-line in a secure location until it can be disposed of according to data retention requirements?
Cryptographic Protections ,Database Encryption,CRY-05.3,Mechanisms exist to ensure that database servers utilize encryption to protect the confidentiality of the data within the databases.,,Does the organization ensure the hard disks of database servers are encrypted using Full Disk Encryption (FDE)?
Cryptographic Protections ,Non-Console Administrative Access,CRY-06,Cryptographic mechanisms exist to protect the confidentiality and integrity of non-console administrative access.,,Are cryptographic mechanisms used to protect the confidentiality and integrity of non-console administrative access?
Cryptographic Protections ,Wireless Access Authentication & Encryption ,CRY-07,Mechanisms exist to protect wireless access via secure authentication and encryption.,,Does the organization protect wireless access via secure authentication and encryption?
Cryptographic Protections ,Public Key Infrastructure (PKI) ,CRY-08,Mechanisms exist to securely implement an internal Public Key Infrastructure (PKI) infrastructure or obtain PKI services from a reputable PKI service provider. ,"- Microsoft Active Directory (AD) Certificate Services
- Digitcert (https://www.digicert.com)
- Entrust (https://www.entrust.com)
- Comodo (https://www.comodo.com)
- Vault (https://www.vaultproject.io/)",Does the organization securely implement an internal Public Key Infrastructure (PKI) infrastructure or obtain PKI services from a reputable PKI service provider?
Cryptographic Protections ,Availability,CRY-08.1,Resiliency mechanisms exist to ensure the availability of data in the event of the loss of cryptographic keys.,,Does the organization have appropriate resiliency mechanisms to ensure the availability of data in the event of the loss of cryptographic keys?
Cryptographic Protections ,Cryptographic Key Management ,CRY-09,"Mechanisms exist to facilitate cryptographic key management controls to protect the confidentiality, integrity and availability of keys.","- Microsoft Active Directory (AD) Certificate Services
- Digitcert (https://www.digicert.com)
- Entrust (https://www.entrust.com)
- Comodo (https://www.comodo.com)
- Vault (https://www.vaultproject.io/)","Does the organization facilitate cryptographic key management controls to protect the confidentiality, integrity and availability of keys?"
Cryptographic Protections ,Symmetric Keys,CRY-09.1,Mechanisms exist to facilitate the production and management of symmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes. ,,Does the organization facilitate the production and management of symmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes? 
Cryptographic Protections ,Asymmetric Keys,CRY-09.2,Mechanisms exist to facilitate the production and management of asymmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes that protect the user’s private key. ,,Does the organization facilitate the production and management of asymmetric cryptographic keys using Federal Information Processing Standards (FIPS)-compliant key management technology and processes that protect the user’s private key?
Cryptographic Protections ,Cryptographic Key Loss or Change,CRY-09.3,Mechanisms exist to ensure the availability of information in the event of the loss of cryptographic keys by individual users. ,- Escrowing of encryption keys is a common practice for ensuring availability in the event of loss of keys. ,Does the organization ensure the availability of information in the event of the loss of cryptographic keys by individual users? 
Cryptographic Protections ,Control & Distribution of Cryptographic Keys,CRY-09.4,Mechanisms exist to facilitate the secure distribution of symmetric and asymmetric cryptographic keys using industry recognized key management technology and processes. ,,Does the organization facilitate the secure distribution of symmetric and asymmetric cryptographic keys using industry recognized key management technology and processes? 
Cryptographic Protections ,Assigned Owners ,CRY-09.5,Mechanisms exist to ensure cryptographic keys are bound to individual identities. ,,Does the organization ensure cryptographic keys are bound to individual identities? 
Cryptographic Protections ,Third-Party Cryptographic Keys,CRY-09.6,Mechanisms exist to ensure customers are provided with appropriate key management guidance whenever cryptographic keys are shared.,,Does the organization ensure customers are provided with appropriate key management guidance whenever cryptographic keys are shared?
Cryptographic Protections ,External System Cryptographic Key Control,CRY-09.7,Mechanisms exist to maintain control of cryptographic keys for encrypted material stored or transmitted through an external system.,,Does the organization maintain control of cryptographic keys for encrypted material stored or transmitted through an external system?
Cryptographic Protections ,Transmission of Security & Privacy Attributes ,CRY-10,Mechanisms exist to ensure systems associate security attributes with information exchanged between systems. ,- Integrity checking,Does the organization ensure systems associate security attributes with information exchanged between systems? 
